,L,mu,theta,forget_func,jaccard_sim,rbo,kendall_tau
248,1.0,0.09310414,0.08276034,exp,0.33468800721086056,0.3617817222950141,0.3241575077823009
249,1.0,0.09310414,0.08566102,exp,0.3486770069143347,0.36890076164469976,0.32784242882642606
250,1.0,0.09310414,0.08620828,exp,0.3525481632392975,0.37095186033736893,0.32734097124520767
251,1.0,0.09310414,0.08965621,exp,0.37813266868210654,0.3879145750261429,0.3606164216797501
252,1.0,0.09655207,0.0001,exp,0.18286811697679856,0.2585027689535277,0.1694932843473264
253,1.0,0.09655207,0.001,exp,0.1869300851673118,0.261818480043151,0.17649965248490943
254,1.0,0.09655207,0.01035379,exp,0.19943143209094846,0.2746902157452164,0.19690154419004066
255,1.0,0.09655207,0.01380172,exp,0.2039585984702006,0.27769584916668116,0.19969660543435352
256,1.0,0.09655207,0.01724966,exp,0.2094666055989186,0.28049875673233715,0.20445675630202903
257,1.0,0.09655207,0.0179322,exp,0.21045521063346004,0.2809352503481485,0.20539209196747107
258,1.0,0.09655207,0.02069759,exp,0.21326533488199298,0.2841917022175005,0.21170080912929382
259,1.0,0.09655207,0.02414552,exp,0.2163545637796039,0.2856991511725777,0.21356441667826415
260,1.0,0.09655207,0.02759345,exp,0.21899981348680653,0.28922663075336014,0.2263143644354362
261,1.0,0.09655207,0.03104138,exp,0.22371240297269834,0.2924940407727074,0.23195217308129654
262,1.0,0.09655207,0.0333333333,exp,0.22653553171801674,0.2924791664787142,0.2294142432794615
263,1.0,0.09655207,0.03448931,exp,0.22804053419389875,0.29340045548407245,0.228984757005984
264,1.0,0.09655207,0.03486441,exp,0.22848912887965828,0.29392958205695036,0.2306256199769783
265,1.0,0.09655207,0.03793724,exp,0.2320511625055968,0.2954958020643267,0.2302531857199728
266,1.0,0.09655207,0.04138517,exp,0.23544579024748408,0.2989473938034994,0.23685840521924806
267,1.0,0.09655207,0.05179661,exp,0.24962531402262997,0.3091467387464091,0.25049476955320266
268,1.0,0.09655207,0.0666666667,exp,0.27776211589003225,0.3323199282115458,0.29152407276002473
269,1.0,0.09655207,0.06872881,exp,0.2839466720657746,0.3371520707229815,0.293133217681404
270,1.0,0.09655207,0.07586448,exp,0.30397849934702087,0.34740635290993316,0.3094446150326382
271,1.0,0.09655207,0.07931241,exp,0.31475321000427176,0.3536382032521161,0.31392602165851297
272,1.0,0.09655207,0.08276034,exp,0.3276285070403005,0.35994245338120506,0.32313296262974045
